story_id,premise,initial,counterfactual,original_ending,edited_ending,differences
49e54a36-65c2-470c-bba1-19c8a613c2ad,Arnold changed jobs to be closer to his children.,His children seems very uninterested in having him around.,His children loved having him around.,Arnold plans more activities with his children. They begin to loosen up towards him. Soon they love spending time with him.,Arnold plans more activities with his children. They love him. They love spending time with him.,
2ea3c1f0-56e8-479d-adb6-b44132b8a7c3,Bob was playing basketball.,He dropped his glasses on the ground.,He dropped his hat on the ground.,He was disappointed when he saw that they were broken. Bob went to the glasses store the next day. Bob was able to wear his glasses again after getting them fixed.,He was disappointed when he saw that it got dirty. Bob went to the laundromat the next day. Bob was able to wear his hat again after getting it washed.,"laundromat, got, it, hat, washed., dirty."
ef5435ec-f5b7-485c-9245-dc2bd838c398,Thomas finds that coffee always tastes better when he makes it.,His wife has tried to make coffee the same way that he does.,His wife just lets him make it everyday.,"It never turns out tasting the same, however. He tries to teach her how to make it the way he does. After several weeks of trying, she finally succeeds.","It always turns out tasting the same. He tries to teach her how to make it the way he does. After several weeks of trying, she finally succeeds.","always, same."
1e65a4f0-bc9e-4ff7-84e0-8eff744d95aa,Jorel wanted to try out for the basketball team.,He practiced very hard.,He didn't practice though and only watched old NBA games instead.,"On the day of tryouts, he was very nervous. His practice paid off. He was asked to join the team.","On the day of tryouts, he was very nervous. His lack of practice showed. He was not asked to join the team.","not, showed., lack"
f1586aa9-c37c-416c-b9a6-71bcbe55655b,Neil was having a great time in Athens.,Then a new friend offered him a traditional drink.,"A new friend offered him a traditional drink, but he refused.","It was a strong spirit called ouzo. Neil had a great night drinking, but the next morning was awful. He woke up with a terrible migraine.",It was a strong spirit called ouzo. Neil had a great night but didn't drink. He woke up bright and early.,"didn't, and, early., bright, drink."
2aedec7e-e5bd-4d3b-8e15-28c6bc0895ba,Gina was bored in detention.,She decided to text her friend Mary across the room.,She decided to work on her homework.,She knew the mean teacher wouldn't approve. She kept her phone in her purse to hide it from the teacher. Mary texted back.,"She knew the teacher wouldn't yell at her if she was doing homework. She kept her phone in her purse to hide it from the teacher. She forgot to turn the ringer off though, so she got yelled at when it went off.","though,, went, so, doing, homework., got, ringer, when, off., she, was, at, off, if, yelled, forgot, yell, turn"
b48b8722-975d-41eb-a5c0-e01cce5f5da2,I invited a girl I like to the movies last week.,She said yes.,She said no.,We decided to watch a comedy. It was pretty funny. I laughed a lot through the film.,I went by myself. It was pretty funny. I laughed a lot through the film.,"by, went, myself."
475d4e11-6277-4479-bff2-acb217b91c7e,Dave loved to dive.,Dave walked onto the board.,Every time he does a cannonball.,He prepared to do a front-flip. Dave made a mistake and slammed face down into the water! The front of his body hurt from the impact.,He prepared to do a it everytime. Dave made a mistake and slammed his butt down into the water! The back of his body hurt from the impact.,"it, everytime., back, butt"
b56e5709-58ac-42e4-a308-34bc7ab1b493,Kelly loved a boy named Steve.,They spent everyday together.,They soon broke up.,One day Steve asked Kelly to marry him. She said yes. Kelly and Steve had a beautiful wedding.,One day Steve asked Kelly to date him again. She said yes. Kelly and Steve had a beautiful relationship.,"relationship., him, again., date"
b60e0661-44a7-4aca-9bba-234c7fa949ba,"Today, I was sitting in the computer lab.",I smelled something very strange.,I smelled something very pleasant.,"I looked all around for the source of the smell. Then, I noticed the girl sitting next to me had removed her shoes. I balked at her foot odor.","I looked all around for the source of the smell. Then, I noticed the girl sitting next to me was holding a bouquet of flowers. I smiled at her flowers odor.","bouquet, flowers., was, holding, smiled, a, flowers"
311c7227-7bd0-4043-ac28-57d0b6daa8b0,A pop up appeared on my computer.,"I didn't know what it was, but I clicked it.","I didn't know what it was, so I ignored it.","My home page got directed to a webpage. Out of nowhere, my computer turned off. I worried that my computer had a virus.","My home page got directed to a webpage despite not clicking it. Out of nowhere, my computer turned off. I worried that my computer had a virus.","not, clicking, webpage, despite, it."
311c7227-7bd0-4043-ac28-57d0b6daa8b0,A pop up appeared on my computer.,"I didn't know what it was, but I clicked it.","I didn't know what it was, so I ignored it.","My home page got directed to a webpage. Out of nowhere, my computer turned off. I worried that my computer had a virus.","But then my home page got changed to a different webpage. Out of nowhere, my computer turned off. I worried that my computer had a virus.","changed, then, But, different"
311c7227-7bd0-4043-ac28-57d0b6daa8b0,A pop up appeared on my computer.,"I didn't know what it was, but I clicked it.","I didn't know what it was, so I ignored it.","My home page got directed to a webpage. Out of nowhere, my computer turned off. I worried that my computer had a virus.","My home page got directed to a webpage even though I didn't click anything. Out of nowhere, my computer turned off. I worried that my computer had a virus.","didn't, click, webpage, though, anything., even"
b4ca8907-cf9d-4b2f-a551-29bd0ed9c70d,Jan wanted to cook breakfast but she didn't know how.,Sue helped her.,But Sue didn't help her.,"They made toast, eggs, hashbrowns, and bacon. It looked delicious. Jan had fun cooking.","Jan tried to make toast, eggs, hashbrowns, and bacon. It did not look delicious. However, Jan had fun cooking.","tried, not, to, However,, look, did, make"
95ee42d5-a9e1-46fe-8c01-8d1dd6d72777,A man got very tired of being dripped on by his igloo.,He built himself a new one out of dry ice.,He built himself a new one out of fake ice.,"It solved his dripping problem. Unfortunately, dry ice sublimates into carbon dioxide gas. The man eventually died.","It solved his dripping problem. Unfortunately, fake ice is weak structurally. The man eventually died in the fake igloo.","fake, igloo., weak, the, died, is, in, structurally."
cd795a1a-cc79-41d5-977c-e9f273d26bcb,A mom took her kids to a family restaurant to eat.,One of her kids was squealing with joy and laughter.,One of her kids was being silent.,Patrons at another table complained that the kid was too loud. They passed the mother an angry note. The mother got offended and told them off.,Patrons at another table complimented her for being so well behaved. They passed the mother a nice note. The mother was very proud of her well behaved children.,"well, very, for, her, so, complimented, a, behaved., of, children., nice, proud, being, behaved"
810f3c31-8c95-4659-b60c-5296166ed783,Rose wanted to go to the award ceremony.,She didn't have anything appropriate to wear to such an occasion.,She had the perfect thing to wear to such an occasion.,She called a friend and asked if she could borrow her nicest dress. The friend invited her over and Rose looked through her wardrobe. She picked a beautiful dress.,She called a friend and asked if she could borrow her nicest shoes to pair with her dress. The friend invited her over and Rose looked through her shoe collection. She picked a beautiful stiletto that matches her dress.,"matches, shoe, to, pair, collection., stiletto, with, that, shoes"
